user_id,record_time,temperature,humidity,noise_level
user_1,2025-06-09 20:00:00.655105,23.754943234226477,47.91489686411814,42.770168776605104
user_1,2025-06-09 21:00:00.655105,23.78303471377616,50.919661175746874,42.29949391863356
user_1,2025-06-09 22:00:00.655105,,47.22710390985076,42.306983183362945
user_1,2025-06-08 20:00:00.655105,23.11440944180548,42.877516254314756,39.7886070254774
user_1,2025-06-08 21:00:00.655105,22.712284541401978,45.57886362728488,43.866937355694006
user_1,2025-06-08 22:00:00.655105,22.53941626826186,44.380445884282274,46.16974022834657
user_1,2025-06-07 20:00:00.655105,22.880540155779197,48.819941602351925,40.38894631807655
user_1,2025-06-07 21:00:00.655105,22.721236943759873,48.95012475741775,40.93645553565886
user_1,2025-06-07 22:00:00.655105,23.181277315195302,46.815440918531735,42.65505519091691
user_1,2025-06-06 20:00:00.655105,22.692574999907766,54.17419154181496,43.2114482410276
user_1,2025-06-06 21:00:00.655105,22.464572841544516,51.08499172459772,40.796755390561415
user_1,2025-06-06 22:00:00.655105,23.097860103524845,42.738346616648826,40.5820705927066
user_1,2025-06-05 20:00:00.655105,23.091858923957027,50.83275672827438,43.5811792528834
user_1,,,47.71404590152029,40.28139870976861
user_1,2025-06-05 22:00:00.655105,22.63350620182511,47.23544067540879,45.35268714294129
user_1,2025-06-04 20:00:00.655105,23.165237450806696,43.32823652219995,43.88661062929305
user_1,2025-06-04 21:00:00.655105,22.80088716581431,46.58659098737027,44.4617952681852
user_1,2025-06-04 22:00:00.655105,23.508928067270443,51.411197345636744,41.56000764405818
user_1,2025-06-03 20:00:00.655105,22.838822118096857,49.61114728249884,45.18953294474818
user_1,2025-06-03 21:00:00.655105,22.75384118709982,48.0603800582967,41.025772742491405
user_1,2025-06-03 22:00:00.655105,22.39532499398213,51.05493445547074,
user_1,2025-06-02 20:00:00.655105,22.9574232452323,51.627955681964224,43.96171474059873
user_1,2025-06-02 21:00:00.655105,22.670868428719903,49.70154380481339,46.3145158234354
user_1,2025-06-02 22:00:00.655105,22.97551528646749,53.31128795573017,37.99895248232397
user_1,2025-06-01 20:00:00.655105,23.404379558210078,48.87849819300266,42.64042798957173
user_1,2025-06-01 21:00:00.655105,23.039308694290217,42.654650244485474,42.799098914828434
user_1,2025-06-01 22:00:00.655105,23.17198459177834,53.0510391225127,42.20190225395616
user_1,2025-05-31 20:00:00.655105,22.589181504575873,47.11208585753454,45.069246925907606
user_1,2025-05-31 21:00:00.655105,23.157803860852308,47.02807637698704,44.26497755673017
user_1,2025-05-31 22:00:00.655105,23.041967080696487,51.52329195988682,41.834336502748755
user_1,2025-05-30 20:00:00.655105,22.829597232723582,,40.311412794239224
user_1,2025-05-30 21:00:00.655105,,49.400522804827816,43.248669603788386
user_1,2025-05-30 22:00:00.655105,22.87613473933489,44.37124476213691,42.39715204497274
user_1,2025-05-29 20:00:00.655105,22.82207104775908,46.21052518062329,42.91587126717144
user_1,2025-05-29 21:00:00.655105,23.195453734429734,54.27591469191974,43.58759831616714
user_1,2025-05-29 22:00:00.655105,23.122203501383847,,39.40090025990538
user_1,2025-05-28 20:00:00.655105,,48.798047618111234,48.164926915474034
user_1,2025-05-28 21:00:00.655105,,49.52199901528899,43.169019151092975
user_1,2025-05-28 22:00:00.655105,22.4090892872127,52.045825431833215,44.74230875587701
user_1,2025-05-27 20:00:00.655105,23.38894427954399,45.88919462390393,46.04403131237566
user_1,2025-05-27 21:00:00.655105,22.292502774626325,50.377928269688965,47.61935394212342
user_1,2025-05-27 22:00:00.655105,22.49816014345712,46.91846379947984,43.437745420678745
user_2,2025-06-09 20:00:00.655105,20.46189683490455,35.91414298124422,38.50396640556254
user_2,2025-06-09 21:00:00.655105,21.76801589427637,32.143605812329966,39.69869184161879
user_2,,21.399807300452437,30.80077274003681,40.7977347432384
user_2,2025-06-08 20:00:00.655105,21.646620068908817,29.670915985654993,40.71208259109475
user_2,2025-06-08 21:00:00.655105,21.122990088891815,36.838834304670605,37.86891345227397
user_2,2025-06-08 22:00:00.655105,20.332820385225464,36.059190386189364,40.93678422049651
user_2,2025-06-07 20:00:00.655105,21.11829511694054,35.532710317829604,38.98276543087316
user_2,2025-06-07 21:00:00.655105,21.109175540348105,35.37258310923472,
user_2,2025-06-07 22:00:00.655105,21.92593594733998,35.914864452074035,37.96020787962484
user_2,2025-06-06 20:00:00.655105,21.321325496084516,31.56932067865671,41.91698408151505
,,21.572346481271303,32.031318734283545,42.26956713251878
user_2,2025-06-06 22:00:00.655105,21.19943915523585,36.959546169322145,44.13640083933804
user_2,2025-06-05 20:00:00.655105,20.870354633766166,32.23215719626621,38.56378601477909
user_2,2025-06-05 21:00:00.655105,20.585143549284883,34.26206056109636,41.025118823663426
user_2,2025-06-05 22:00:00.655105,21.13139409143261,36.97491543644674,40.36881865778595
user_2,2025-06-04 20:00:00.655105,21.71981573034626,33.69939518962481,45.78315320720938
user_2,2025-06-04 21:00:00.655105,21.305882365650106,31.921893020089826,38.201029877907914
user_2,2025-06-04 22:00:00.655105,21.234284899389195,33.82297733336112,41.77081586221432
user_2,2025-06-03 20:00:00.655105,21.229667504054373,34.27487895136806,38.64922743789333
user_2,2025-06-03 21:00:00.655105,20.23562507942467,33.15382083313761,42.05561246267708
user_2,2025-06-03 22:00:00.655105,21.100095563832703,30.75614935320271,40.6891767257325
